,Language,Description,Token Count,Top 1 Score,Top 3 Score,COS,GAS
0,Slovene,1 Line Data,12328,0.041666666666666664,0.25,0.10416666666666666,0.08333333333333333
1,Slovene,3 Line Data,12328,0.0,0.18749999999999997,0.0,0.0
2,Slovene,3 Line Data (unfilled),12328,0.14583333333333334,0.2708333333333333,0.08333333333333333,0.16666666666666666
