,Language,Description,Token Count,Top 1 Score,Top 3 Score,COS,GAS
0,Czech,1 Line Data,10079,0.14583333333333334,0.35416666666666663,0.1875,0.16666666666666666
1,Czech,3 Line Data,10079,0.041666666666666664,0.1875,0.0625,0.041666666666666664
2,Czech,3 Line Data (unfilled),10079,0.16666666666666666,0.3541666666666667,0.18749999999999997,0.1875
