,Language,Description,Token Count,Top 1 Score,Top 3 Score,COS,GAS
0,ptoc,1 Line Data,13485,0.10416666666666666,0.24999999999999997,0.0625,0.08333333333333333
1,ptoc,3 Line Data,13485,0.020833333333333332,0.12499999999999999,0.020833333333333332,0.020833333333333332
2,ptoc,3 Line Data (unfilled),13485,0.0625,0.25,0.08333333333333333,0.0625
