,Language,Description,Token Count,Top 1 Score,Top 3 Score,COS,GAS
0,Slovak,1 Line Data,11755,0.041666666666666664,0.1875,0.10416666666666666,0.125
1,Slovak,3 Line Data,11755,0.020833333333333332,0.12499999999999999,0.0,0.020833333333333332
2,Slovak,3 Line Data (unfilled),11755,0.0625,0.22916666666666669,0.14583333333333331,0.10416666666666666
