,Language,Description,Token Count,Top 1 Score,Top 3 Score,COS,GAS
0,Slovene,1 Line Data,11114,0.0625,0.29166666666666663,0.10416666666666666,0.08333333333333333
1,Slovene,3 Line Data,11114,0.041666666666666664,0.14583333333333334,0.0,0.0
2,Slovene,3 Line Data (unfilled),11114,0.10416666666666666,0.22916666666666666,0.125,0.125
