,Language,Description,Token Count,Top 1 Score,Top 3 Score,COS,GAS
0,Slovak,1 Line Data,10312,0.08333333333333333,0.20833333333333331,0.14583333333333331,0.125
1,Slovak,3 Line Data,10312,0.020833333333333332,0.125,0.0,0.0
2,Slovak,3 Line Data (unfilled),10312,0.08333333333333333,0.31249999999999994,0.041666666666666664,0.0625
