,Language,Description,Token Count,Top 1 Score,Top 3 Score,COS,GAS
0,Croatian,1 Line Data,11459,0.12499999999999999,0.3125,0.08333333333333333,0.0625
1,Croatian,3 Line Data,11459,0.020833333333333332,0.29166666666666663,0.020833333333333332,0.041666666666666664
2,Croatian,3 Line Data (unfilled),11459,0.125,0.3333333333333333,0.14583333333333331,0.14583333333333331
